FIT Profiler Report
Profile stats for: [LightningModule]BERTSQuADModule.configure_callbacks rank: 1
         7 function calls in 0.000 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       23    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1026(__enter__)
        1    0.000    0.000    0.000    0.000 response.py:235(_get_decoder)
       30    0.000    0.000    0.000    0.000 types.py:167(is_int16)
        4    0.000    0.000    0.000    0.000 py_utils.py:369(__get__)
       30    0.000    0.000    0.000    0.000 types.py:172(is_int32)
        8    0.000    0.000    0.000    0.000 sessions.py:333(rebuild_method)
        8    0.000    0.000    0.000    0.000 features.py:1801(__reduce__)
       10    0.000    0.000    0.000    0.000 dataclasses.py:1251(_is_dataclass_instance)
        6    0.000    0.000    0.000    0.000 std.py:1147(__del__)
       46    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        2    0.000    0.000    0.000    0.000 local.py:465(read)
        1    0.000    0.000    0.000    0.000 distributed.py:389(_distributed_is_initialized)
       12    0.000    0.000    0.000    0.000 __init__.py:237(_releaseLock)
       10    0.000    0.000    0.000    0.000 arrow_writer.py:679(<listcomp>)
        1    0.000    0.000    0.000    0.000 mock.py:1568(__exit__)
        1    0.000    0.000    0.000    0.000 grad_scaler.py:660(__getstate__)
        2    0.000    0.000    0.000    0.000 info.py:284(<dictcomp>)
       13    0.000    0.000    0.000    0.000 inspect.py:755(_is_wrapper)
       89    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISLNK}
       37    0.000    0.000    0.000    0.000 {method 'hexdigest' of 'xxhash.xxh64' objects}
        1    0.000    0.000    0.000    0.000 parquet.py:86(__post_init__)
        1    0.000    0.000    0.000    0.000 data_files.py:781(from_patterns)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:642(_classify_pyc)
        1    0.000    0.000    0.000    0.000 tqdm_progress.py:120(<dictcomp>)
        1    0.000    0.000    0.000    0.000 {method 'get_added_tokens_decoder' of 'tokenizers.Tokenizer' objects}
        1    0.000    0.000    0.000    0.000 tokenization_utils_base.py:1522(<listcomp>)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1146(path_stats)
        2    0.000    0.000    0.000    0.000 weakref.py:568(__init__)
        2    0.000    0.000    0.000    0.000 _collections.py:100(__setitem__)
       72    0.000    0.000    0.000    0.000 ssl.py:1113(_checkClosed)
       31    0.000    0.000    0.000    0.000 pickle.py:205(__init__)
        6    0.000    0.000    0.000    0.000 fingerprint.py:175(__init__)
        2    0.000    0.000    0.000    0.000 table.py:78(_interpolation_search)
        2    0.000    0.000    0.000    0.000 parallel.py:57(local_rank)
        2    0.000    0.000    0.000    0.000 parameter.py:21(__instancecheck__)
        1    0.000    0.000    0.000    0.000 tempfile.py:85(_infer_return_type)
       12    0.000    0.000    0.000    0.000 std.py:1157(__hash__)
        1    0.000    0.000    0.000    0.000 {built-in method fromtimestamp}
        3    0.000    0.000    0.000    0.000 _parser.py:894(_parse_flags)
       31    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
       22    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 torch_formatter.py:41(__init__)
       34    0.000    0.000    0.000    0.000 {method '__exit__' of 'memoryview' objects}
        2    0.000    0.000    0.000    0.000 typing.py:1698(__hash__)
       59    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
        7    0.000    0.000    0.000    0.000 _weakrefset.py:21(__enter__)
        1    0.000    0.000    0.000    0.000 mock.py:1277(__init__)
       17    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 weakref.py:164(__setitem__)
       38    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
       45    0.000    0.000    0.000    0.000 cookies.py:110(__init__)
       36    0.000    0.000    0.000    0.000 timeout.py:227(connect_timeout)
       15    0.000    0.000    0.000    0.000 functools.py:65(wraps)
        4    0.000    0.000    0.000    0.000 data_files.py:242(<listcomp>)
       35    0.000    0.000    0.000    0.000 events.py:5(__init__)
       54    0.000    0.000    0.000    0.000 response.py:274(__len__)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1421(_path_importer_cache)
        1    0.000    0.000    0.000    0.000 utils.py:347(<listcomp>)
       41    0.000    0.000    0.000    0.000 {method 'isalpha' of 'str' objects}
       12    0.000    0.000    0.000    0.000 std.py:167(colour)
        3    0.000    0.000    0.000    0.000 typing.py:297(_deduplicate)
        1    0.000    0.000    0.000    0.000 profiler.py:56(profile)
        4    0.000    0.000    0.000    0.000 _parser.py:1006(addgroup)
       34    0.000    0.000    0.000    0.000 connection.py:341(is_closed)
        4    0.000    0.000    0.000    0.000 data_files.py:245(<listcomp>)
        2    0.000    0.000    0.000    0.000 timeout.py:172(from_float)
       24    0.000    0.000    0.000    0.000 table.py:359(schema)
        2    0.000    0.000    0.000    0.000 ssl.py:604(minimum_version)
        1    0.000    0.000    0.000    0.000 response.py:101(__init__)
        1    0.000    0.000    0.000    0.000 spec.py:128(__init__)
       13    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
       20    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        4    0.000    0.000    0.000    0.000 <frozen codecs>:309(__init__)
       15    0.000    0.000    0.000    0.000 local.py:492(closed)
       25    0.000    0.000    0.000    0.000 {method 'release' of '_multiprocessing.SemLock' objects}
       37    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.BytesIO' objects}
       17    0.000    0.000    0.000    0.000 parser.py:17(__init__)
        1    0.000    0.000    0.000    0.000 arrow_writer.py:485(__exit__)
        6    0.000    0.000    0.000    0.000 splits.py:544(add)
        1    0.000    0.000    0.000    0.000 synchronize.py:46(SemLock)
        4    0.000    0.000    0.000    0.000 data_files.py:184(<listcomp>)
        1    0.000    0.000    0.000    0.000 threading.py:422(__init__)
        6    0.000    0.000    0.000    0.000 data_files.py:551(__init__)
       68    0.000    0.000    0.000    0.000 inspect.py:2743(default)
       12    0.000    0.000    0.000    0.000 _compiler.py:568(isstring)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
        3    0.000    0.000    0.000    0.000 distributed_c10d.py:1274(is_initialized)
       37    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:117(splitext)
       16    0.000    0.000    0.000    0.000 version.py:207(<genexpr>)
        2    0.000    0.000    0.000    0.000 std.py:1286(fp_write)
        1    0.000    0.000    0.000    0.000 arrow_reader.py:427(_rel_to_abs_instr)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1035(_resolve_name)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:675(_validate_timestamp_pyc)
        2    0.000    0.000    0.000    0.000 typing_extensions.py:3165(_is_unpacked_typevartuple)
       14    0.000    0.000    0.000    0.000 models.py:572(prepare_content_length)
        2    0.000    0.000    0.000    0.000 socket.py:505(detach)
        4    0.000    0.000    0.000    0.000 configuration_utils.py:204(__getattribute__)
        2    0.000    0.000    0.000    0.000 slurm.py:149(local_rank)
        1    0.000    0.000    0.000    0.000 __init__.py:321(filter)
       12    0.000    0.000    0.000    0.000 core.py:402(<dictcomp>)
       12    0.000    0.000    0.000    0.000 enum.py:1243(value)
        1    0.000    0.000    0.000    0.000 {method '__deepcopy__' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 tokenization_utils_fast.py:240(vocab_size)
       12    0.000    0.000    0.000    0.000 utils.py:112(__format__)
       15    0.000    0.000    0.000    0.000 {built-in method select.poll}
       24    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        1    0.000    0.000    0.000    0.000 {method 'enable_truncation' of 'tokenizers.Tokenizer' objects}
        1    0.000    0.000    0.000    0.000 advanced.py:81(stop)
        5    0.000    0.000    0.000    0.000 hf_api.py:1724(__init__)
       15    0.000    0.000    0.000    0.000 version.py:267(epoch)
        7    0.000    0.000    0.000    0.000 _parser.py:295(checkgroupname)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:748(find_spec)
        1    0.000    0.000    0.000    0.000 utils.py:266(_supports_unicode)
       25    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        1    0.000    0.000    0.000    0.000 parser.py:190(parse_document_end)
        1    0.000    0.000    0.000    0.000 {method 'decompress' of 'zlib.Decompress' objects}
        1    0.000    0.000    0.000    0.000 response.py:524(_flush_decoder)
        5    0.000    0.000    0.000    0.000 distributed_c10d.py:722(WORLD)
       12    0.000    0.000    0.000    0.000 utils.py:108(__init__)
        7    0.000    0.000    0.000    0.000 _weakrefset.py:17(__init__)
        1    0.000    0.000    0.000    0.000 contextlib.py:522(_push_cm_exit)
        4    0.000    0.000    0.000    0.000 ssl_.py:186(resolve_cert_reqs)
        1    0.000    0.000    0.000    0.000 response.py:1180(_handle_chunk)
        9    0.000    0.000    0.000    0.000 typing.py:1692(__eq__)
        4    0.000    0.000    0.000    0.000 data_files.py:185(<listcomp>)
        1    0.000    0.000    0.000    0.000 <frozen genericpath>:27(isfile)
        2    0.000    0.000    0.000    0.000 ssl.py:724(verify_flags)
        2    0.000    0.000    0.000    0.000 concurrent.py:15(ensure_lock)
        2    0.000    0.000    0.000    0.000 models.py:982(links)
        6    0.000    0.000    0.000    0.000 _parser.py:73(__init__)
        2    0.000    0.000    0.000    0.000 connection.py:93(_set_socket_options)
        1    0.000    0.000    0.000    0.000 _base.py:328(__init__)
        3    0.000    0.000    0.000    0.000 _http.py:514(<listcomp>)
        2    0.000    0.000    0.000    0.000 info.py:283(<setcomp>)
        1    0.000    0.000    0.000    0.000 ipc.py:145(_ensure_default_ipc_read_options)
       14    0.000    0.000    0.000    0.000 <frozen _collections_abc>:283(__subclasshook__)
       24    0.000    0.000    0.000    0.000 hf_file_system.py:160(_align_revision_in_path_with_revision)
       19    0.000    0.000    0.000    0.000 {method '_checkClosed' of '_io._IOBase' objects}
        1    0.000    0.000    0.000    0.000 metadata.py:155(<dictcomp>)
        1    0.000    0.000    0.000    0.000 threading.py:822(_maintain_shutdown_locks)
        3    0.000    0.000    0.000    0.000 arrow_dataset.py:602(_check_table)
        1    0.000    0.000    0.000    0.000 parser.py:159(parse_document_start)
        1    0.000    0.000    0.000    0.000 synchronize.py:363(Barrier)
        2    0.000    0.000    0.000    0.000 {method 'getpeername' of '_socket.socket' objects}
        5    0.000    0.000    0.000    0.000 _monitor.py:94(report)
       36    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
       23    0.000    0.000    0.000    0.000 {built-in method sys.audit}
       17    0.000    0.000    0.000    0.000 _compiler.py:31(_combine_flags)
       34    0.000    0.000    0.000    0.000 {method 'truncate' of '_io.StringIO' objects}
       14    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
        2    0.000    0.000    0.000    0.000 socket.py:521(type)
        8    0.000    0.000    0.000    0.000 table.py:389(num_rows)
        3    0.000    0.000    0.000    0.000 table.py:1769(list_table_cache_files)
        7    0.000    0.000    0.000    0.000 enum.py:1227(__reduce_ex__)
        6    0.000    0.000    0.000    0.000 _parser.py:954(fix_flags)
        1    0.000    0.000    0.000    0.000 arrow_writer.py:504(<dictcomp>)
        2    0.000    0.000    0.000    0.000 ssl.py:618(options)
        4    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        2    0.000    0.000    0.000    0.000 distributed_c10d.py:1300(_get_default_group)
        6    0.000    0.000    0.000    0.000 {built-in method posix.umask}
        6    0.000    0.000    0.000    0.000 {method 'difference' of 'set' objects}
       24    0.000    0.000    0.000    0.000 formatting.py:238(__init__)
        8    0.000    0.000    0.000    0.000 _api.py:254(is_locked)
       19    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
        3    0.000    0.000    0.000    0.000 local.py:505(__getattr__)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:357(__init__)
       37    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        2    0.000    0.000    0.000    0.000 data_files.py:741(from_patterns)
        5    0.000    0.000    0.000    0.000 pathlib.py:427(__init__)
        2    0.000    0.000    0.000    0.000 ssl.py:632(hostname_checks_common_name)
        3    0.000    0.000    0.000    0.000 arrow_dataset.py:588(<dictcomp>)
       34    0.000    0.000    0.000    0.000 feedparser.py:125(__iter__)
       29    0.000    0.000    0.000    0.000 {built-in method io.text_encoding}
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:78(_check_methods)
        1    0.000    0.000    0.000    0.000 {method 'get_vocab_size' of 'tokenizers.Tokenizer' objects}
        1    0.000    0.000    0.000    0.000 tempfile.py:467(__init__)
        2    0.000    0.000    0.000    0.000 {method 'replace' of 'datetime.datetime' objects}
       17    0.000    0.000    0.000    0.000 arrow_dataset.py:167(info)
        1    0.000    0.000    0.000    0.000 strategy.py:591(__getstate__)
       20    0.000    0.000    0.000    0.000 tokenization_utils_base.py:4016(_switch_to_input_mode)
        1    0.000    0.000    0.000    0.000 distributed_c10d.py:293(__new__)
        4    0.000    0.000    0.000    0.000 data_files.py:623(<genexpr>)
        2    0.000    0.000    0.000    0.000 locale.py:396(normalize)
        8    0.000    0.000    0.000    0.000 version.py:101(<genexpr>)
       12    0.000    0.000    0.000    0.000 __init__.py:1319(disable)
        2    0.000    0.000    0.000    0.000 _compiler.py:465(_get_charset_prefix)
        2    0.000    0.000    0.000    0.000 inspect.py:526(isabstract)
        1    0.000    0.000    0.000    0.000 builder.py:597(builder_configs)
        6    0.000    0.000    0.000    0.000 fingerprint.py:196(hexdigest)
        1    0.000    0.000    0.000    0.000 keyhash.py:38(_as_bytes)
        2    0.000    0.000    0.000    0.000 features.py:2035(<listcomp>)
        1    0.000    0.000    0.000    0.000 arrow_reader.py:291(__init__)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
        2    0.000    0.000    0.000    0.000 data_files.py:146(<dictcomp>)
        5    0.000    0.000    0.000    0.000 {method 'as_arrays' of 'numpy._core._multiarray_umath._array_converter' objects}
       18    0.000    0.000    0.000    0.000 arrow_dataset.py:617(<genexpr>)
       13    0.000    0.000    0.000    0.000 _runtime.py:302(is_google_colab)
       10    0.000    0.000    0.000    0.000 tokenization_utils_base.py:697(convert_to_tensors)
        1    0.000    0.000    0.000    0.000 {method 'enable_padding' of 'tokenizers.Tokenizer' objects}
        1    0.000    0.000    0.000    0.000 builder.py:122(__post_init__)
        1    0.000    0.000    0.000    0.000 parser.py:81(__init__)
       12    0.000    0.000    0.000    0.000 _compiler.py:426(_get_iscased)
        8    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
       10    0.000    0.000    0.000    0.000 _api.py:200(lock_file)
        1    0.000    0.000    0.000    0.000 module.py:1672(__getstate__)
        1    0.000    0.000    0.000    0.000 arrow_reader.py:210(<listcomp>)
        2    0.000    0.000    0.000    0.000 typing.py:2402(get_origin)
       17    0.000    0.000    0.000    0.000 utils.py:571(iter_slices)
        2    0.000    0.000    0.000    0.000 local.py:477(seekable)
        3    0.000    0.000    0.000    0.000 splits.py:522(__init__)
       17    0.000    0.000    0.000    0.000 response.py:79(<listcomp>)
       11    0.000    0.000    0.000    0.000 pathlib.py:94(join_parsed_parts)
        8    0.000    0.000    0.000    0.000 data_files.py:374(<genexpr>)
        2    0.000    0.000    0.000    0.000 repocard_data.py:175(__init__)
        1    0.000    0.000    0.000    0.000 glob.py:31(iglob)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:98(__subclasshook__)
        1    0.000    0.000    0.000    0.000 contextlib.py:347(__exit__)
        2    0.000    0.000    0.000    0.000 registry.py:17(register_implementation)
        6    0.000    0.000    0.000    0.000 __init__.py:115(get_format_type_from_alias)
        1    0.000    0.000    0.000    0.000 arrow_writer.py:488(close)
        1    0.000    0.000    0.000    0.000 builder.py:997(download_post_processing_resources)
        1    0.000    0.000    0.000    0.000 enum.py:1294(_reduce_ex_by_global_name)
       22    0.000    0.000    0.000    0.000 cookies.py:87(get_new_headers)
        1    0.000    0.000    0.000    0.000 features.py:1971(unsimplify)
        2    0.000    0.000    0.000    0.000 {built-in method posix.close}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:599(_check_name_wrapper)
        4    0.000    0.000    0.000    0.000 __init__.py:28(is_remote_filesystem)
        5    0.000    0.000    0.000    0.000 {built-in method _imp.find_frozen}
       15    0.000    0.000    0.000    0.000 version.py:320(dev)
        9    0.000    0.000    0.000    0.000 version.py:61(tuple)
       10    0.000    0.000    0.000    0.000 tokenization_utils_base.py:1074(pad_token_type_id)
        4    0.000    0.000    0.000    0.000 ssl.py:740(verify_mode)
        2    0.000    0.000    0.000    0.000 _api.py:395(__del__)
       16    0.000    0.000    0.000    0.000 {method 'random' of '_random.Random' objects}
       17    0.000    0.000    0.000    0.000 {function HTTPResponse.flush at 0x14f3da5c27a0}
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._get_accelerator}
       14    0.000    0.000    0.000    0.000 models.py:216(<genexpr>)
       13    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        1    0.000    0.000    0.000    0.000 _parser.py:1090(expand_template)
        1    0.000    0.000    0.000    0.000 load.py:338(<listcomp>)
        1    0.000    0.000    0.000    0.000 hf_api.py:705(__init__)
       12    0.000    0.000    0.000    0.000 std.py:163(colour)
        4    0.000    0.000    0.000    0.000 hf_file_system.py:718(<listcomp>)
       17    0.000    0.000    0.000    0.000 proxy.py:11(connection_requires_http_tunnel)
        1    0.000    0.000    0.000    0.000 constructor.py:24(__init__)
       15    0.000    0.000    0.000    0.000 spec.py:67(<genexpr>)
        4    0.000    0.000    0.000    0.000 hf_file_system.py:586(<dictcomp>)
       12    0.000    0.000    0.000    0.000 {built-in method _weakref.proxy}
        8    0.000    0.000    0.000    0.000 cookiejar.py:1269(set_policy)
        2    0.000    0.000    0.000    0.000 {method 'getsockopt' of '_socket.socket' objects}
       15    0.000    0.000    0.000    0.000 version.py:278(release)
       21    0.000    0.000    0.000    0.000 typing.py:2246(cast)
        1    0.000    0.000    0.000    0.000 arrow_dataset.py:1492(__setstate__)
       15    0.000    0.000    0.000    0.000 version.py:309(post)
        2    0.000    0.000    0.000    0.000 version.py:89(<setcomp>)
        3    0.000    0.000    0.000    0.000 threading.py:1446(current_thread)
        1    0.000    0.000    0.000    0.000 typing.py:1280(__getattr__)
        1    0.000    0.000    0.000    0.000 response.py:126(flush)
       15    0.000    0.000    0.000    0.000 spec.py:70(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _xet.py:29(parse_xet_file_data_from_response)
        1    0.000    0.000    0.000    0.000 synchronize.py:210(Condition)
       15    0.000    0.000    0.000    0.000 version.py:294(pre)
       15    0.000    0.000    0.000    0.000 version.py:331(local)
        4    0.000    0.000    0.000    0.000 typing.py:159(_type_convert)
        5    0.000    0.000    0.000    0.000 {method 'wrap' of 'numpy._core._multiarray_umath._array_converter' objects}
        1    0.000    0.000    0.000    0.000 fingerprint.py:277(validate_fingerprint)
        1    0.000    0.000    0.000    0.000 string.py:287(parse)
        1    0.000    0.000    0.000    0.000 _base.py:364(cancel)
        5    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        1    0.000    0.000    0.000    0.000 {built-in method zlib.decompressobj}
        1    0.000    0.000    0.000    0.000 constructor.py:233(construct_yaml_bool)
       13    0.000    0.000    0.000    0.000 _auth.py:207(_clean_token)
        2    0.000    0.000    0.000    0.000 naming.py:44(<listcomp>)
        2    0.000    0.000    0.000    0.000 client.py:624(_safe_read)
        2    0.000    0.000    0.000    0.000 threading.py:1317(_make_invoke_excepthook)
        3    0.000    0.000    0.000    0.000 search.py:438(list_indexes)
        3    0.000    0.000    0.000    0.000 threading.py:276(_acquire_restore)
        3    0.000    0.000    0.000    0.000 threading.py:273(_release_save)
        2    0.000    0.000    0.000    0.000 spec.py:1331(<dictcomp>)
        8    0.000    0.000    0.000    0.000 spec.py:605(<genexpr>)
        1    0.000    0.000    0.000    0.000 mock.py:1398(get_original)
        2    0.000    0.000    0.000    0.000 local.py:499(flush)
        2    0.000    0.000    0.000    0.000 _api.py:132(<dictcomp>)
       17    0.000    0.000    0.000    0.000 connectionpool.py:337(_validate_conn)
        1    0.000    0.000    0.000    0.000 streaming.py:125(<listcomp>)
       13    0.000    0.000    0.000    0.000 _runtime.py:88(get_hf_hub_version)
        1    0.000    0.000    0.000    0.000 std.py:1112(__len__)
       13    0.000    0.000    0.000    0.000 _runtime.py:83(get_python_version)
       17    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
       10    0.000    0.000    0.000    0.000 {method 'index' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
       10    0.000    0.000    0.000    0.000 file_utils.py:892(<dictcomp>)
        4    0.000    0.000    0.000    0.000 naming.py:45(<genexpr>)
        1    0.000    0.000    0.000    0.000 info.py:320(<setcomp>)
        4    0.000    0.000    0.000    0.000 trainer.py:1150(strategy)
        2    0.000    0.000    0.000    0.000 contextlib.py:460(__init__)
       12    0.000    0.000    0.000    0.000 core.py:357(<dictcomp>)
       17    0.000    0.000    0.000    0.000 adapters.py:555(add_headers)
        2    0.000    0.000    0.000    0.000 client.py:1234(_validate_host)
        2    0.000    0.000    0.000    0.000 {built-in method _locale.setlocale}
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:165(__init__)
        4    0.000    0.000    0.000    0.000 hf_file_system.py:591(<dictcomp>)
        1    0.000    0.000    0.000    0.000 table.py:308(to_reader)
        2    0.000    0.000    0.000    0.000 {method '_set_alpn_protocols' of '_ssl._SSLContext' objects}
        3    0.000    0.000    0.000    0.000 arrow_dataset.py:163(__init__)
        1    0.000    0.000    0.000    0.000 arrow_dataset.py:3072(<setcomp>)
        1    0.000    0.000    0.000    0.000 <string>:2(__eq__)
        2    0.000    0.000    0.000    0.000 version.py:96(__ge__)
        8    0.000    0.000    0.000    0.000 data_files.py:510(<genexpr>)
       16    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
       12    0.000    0.000    0.000    0.000 version.py:471(_parse_letter_version)
        2    0.000    0.000    0.000    0.000 version.py:90(<dictcomp>)
        1    0.000    0.000    0.000    0.000 tensorboard.py:331(__getstate__)
        1    0.000    0.000    0.000    0.000 download_manager.py:74(__init__)
        2    0.000    0.000    0.000    0.000 utils.py:222(__eq__)
        2    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
        9    0.000    0.000    0.000    0.000 threading.py:568(is_set)
        1    0.000    0.000    0.000    0.000 dircache.py:27(__init__)
        2    0.000    0.000    0.000    0.000 {method 'put' of '_queue.SimpleQueue' objects}
        1    0.000    0.000    0.000    0.000 <frozen genericpath>:121(_splitext)
        7    0.000    0.000    0.000    0.000 _parser.py:166(__setitem__)
        2    0.000    0.000    0.000    0.000 splits.py:359(<listcomp>)
       14    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
        4    0.000    0.000    0.000    0.000 <frozen codecs>:260(__init__)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        2    0.000    0.000    0.000    0.000 repocard_data.py:222(get)
        1    0.000    0.000    0.000    0.000 arrow_reader.py:382(__post_init__)
       15    0.000    0.000    0.000    0.000 pathlib.py:257(casefold_parts)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
        8    0.000    0.000    0.000    0.000 {method 'copy' of 'collections.OrderedDict' objects}
       12    0.000    0.000    0.000    0.000 spec.py:219(_get_kwargs_from_urls)
        1    0.000    0.000    0.000    0.000 load.py:352(<dictcomp>)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1097(__init__)
        3    0.000    0.000    0.000    0.000 typing.py:1687(_value_and_type_iter)
        1    0.000    0.000    0.000    0.000 builder.py:140(create_config_id)
        7    0.000    0.000    0.000    0.000 __init__.py:422(<genexpr>)
        1    0.000    0.000    0.000    0.000 grad_scaler.py:543(get_scale)
        1    0.000    0.000    0.000    0.000 spec.py:189(__reduce__)
        2    0.000    0.000    0.000    0.000 utils.py:139(__getattr__)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:39(_remove)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:71(_relax_case)
        2    0.000    0.000    0.000    0.000 ssl.py:728(verify_flags)
        3    0.000    0.000    0.000    0.000 local.py:462(writable)
        3    0.000    0.000    0.000    0.000 search.py:420(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method time.perf_counter}
        1    0.000    0.000    0.000    0.000 weakref.py:369(remove)
        2    0.000    0.000    0.000    0.000 ssl.py:622(options)
        3    0.000    0.000    0.000    0.000 hf_file_system.py:409(<listcomp>)
        8    0.000    0.000    0.000    0.000 typing.py:1351(<genexpr>)
        2    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        1    0.000    0.000    0.000    0.000 advanced.py:121(__reduce__)
        3    0.000    0.000    0.000    0.000 std.py:226(__init__)
        1    0.000    0.000    0.000    0.000 metadata.py:179(get_default_config_name)
        1    0.000    0.000    0.000    0.000 weakref.py:427(__setitem__)
        1    0.000    0.000    0.000    0.000 signal_connector.py:155(__getstate__)
        2    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
        1    0.000    0.000    0.000    0.000 typing.py:327(_flatten_literal_params)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:180(_path_isabs)
        1    0.000    0.000    0.000    0.000 _shims.py:96(__reduce_ex__)
        1    0.000    0.000    0.000    0.000 table.py:432(__len__)
        6    0.000    0.000    0.000    0.000 typing.py:1688(<genexpr>)
        1    0.000    0.000    0.000    0.000 contextlib.py:527(_push_exit_callback)
        4    0.000    0.000    0.000    0.000 fingerprint.py:71(maybe_register_dataset_for_temp_dir_deletion)
        8    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:362(__subclasshook__)
        1    0.000    0.000    0.000    0.000 weakref.py:347(__new__)
        1    0.000    0.000    0.000    0.000 pathlib.py:38(_ignore_error)
        2    0.000    0.000    0.000    0.000 fingerprint.py:136(is_caching_enabled)
        2    0.000    0.000    0.000    0.000 data_files.py:730(__init__)
        3    0.000    0.000    0.000    0.000 {method 'flush' of '_io.BufferedReader' objects}
        2    0.000    0.000    0.000    0.000 functools.py:421(_unwrap_partial)
        1    0.000    0.000    0.000    0.000 context.py:237(get_context)
        6    0.000    0.000    0.000    0.000 tqdm.py:94(are_progress_bars_disabled)
        4    0.000    0.000    0.000    0.000 data_files.py:132(<genexpr>)
        5    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        8    0.000    0.000    0.000    0.000 cookies.py:435(get_policy)
        3    0.000    0.000    0.000    0.000 _dill.py:89(pklregister)
        2    0.000    0.000    0.000    0.000 connection.py:103(allowed_gai_family)
        1    0.000    0.000    0.000    0.000 threading.py:832(<listcomp>)
        2    0.000    0.000    0.000    0.000 {method 'extend' of 'bytearray' objects}
        4    0.000    0.000    0.000    0.000 {method 'capitalize' of 'str' objects}
        2    0.000    0.000    0.000    0.000 arrow_dataset.py:172(split)
        4    0.000    0.000    0.000    0.000 repocard_data.py:231(__getitem__)
        1    0.000    0.000    0.000    0.000 threading.py:1214(daemon)
        1    0.000    0.000    0.000    0.000 {method 'flush' of 'zlib.Decompress' objects}
        1    0.000    0.000    0.000    0.000 tempfile.py:449(__del__)
        1    0.000    0.000    0.000    0.000 utils.py:252(_is_utf)
        3    0.000    0.000    0.000    0.000 six.py:194(find_spec)
